"AIRPORT_SEQ_ID","AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","AIRPORT_WAC_SEQ_ID2","AIRPORT_WAC","AIRPORT_COUNTRY_CODE_ISO","LAT_DEGREES","LATITUDE","LON_DEGREES","LONGITUDE",
1000101,10001,"01A","Afognak Lake Airport",101,1,"US",58,58.10944444,152,-152.90666667,
1000301,10003,"03A","Bear Creek Mining Strip",101,1,"US",65,65.54805556,161,-161.07166667,
1000401,10004,"04A","Lik Mining Camp",101,1,"US",68,68.08333333,163,-163.16666667,
1000501,10005,"05A","Little Squaw Airport",101,1,"US",67,67.57000000,148,-148.18388889,
1000601,10006,"06A","Kizhuyak Bay",101,1,"US",57,57.74527778,152,-152.88277778,
1000701,10007,"07A","Klawock Seaplane Base",101,1,"US",55,55.55472222,133,-133.10166667,
1000801,10008,"08A","Elizabeth Island Airport",101,1,"US",59,59.15694444,151,-151.82916667,
1000901,10009,"09A","Augustin Island",101,1,"US",59,59.36277778,153,-153.43055556,
1001001,10010,"1B1","Columbia County",2201,22,"US",42,42.28888889,73,-73.71027778,
1001002,10010,"1B1","Columbia County",2201,22,"US",42,42.29138889,73,-73.71027778,
1001101,10011,"1G4","Grand Canyon West",8101,81,"US",35,35.99027778,113,-113.81638889,
1001102,10011,"1G4","Grand Canyon West",8101,81,"US",35,35.98611111,113,-113.81694444,
1001103,10011,"1G4","Grand Canyon West",8101,81,"US",35,35.99027778,113,-113.81638889,
1001104,10011,"1G4","Grand Canyon West",8101,81,"US",35,35.98611111,113,-113.81694444,
1001201,10012,"1N7","Blairstown Airport",2101,21,"US",40,40.97111111,74,-74.99750000,
1001301,10013,"8F3","Crosbyton Municipal",7401,74,"US",33,33.62388889,101,-101.24083333,
1001401,10014,"A01","Blair Lake",101,1,"US",64,64.36416667,147,-147.36138889,
1001402,10014,"A01","Blair Lake",101,1,"US",64,64.36361111,147,-147.36388889,
1001501,10015,"A02","Deadmans Bay Airport",101,1,"US",57,57.06666667,153,-153.93777778,
1001601,10016,"A03","Hallo Bay Airport",101,1,"US",58,58.45750000,154,-154.02333333,
1001701,10017,"A04","Red Lake Airport",101,1,"US",57,57.27722222,154,-154.34222222,
1001801,10018,"A05","Shell Lake Airport",101,1,"US",61,61.96388889,151,-151.55583333,
1001901,10019,"A06","Navigator Airstrip",101,1,"US",65,65.65555556,165,-165.35638889,
1002001,10020,"A07","Roland Norton Memorial Airstrip",101,1,"US",66,66.76583333,160,-160.15250000,
1002002,10020,"A07","Roland Norton Memorial",101,1,"US",66,66.76611111,160,-160.15277778,
1002101,10021,"A08","Pillar Bay Airport",101,1,"US",56,56.59805556,134,-134.24277778,
1002201,10022,"JOH","Johnstone Point Airport",101,1,"US",60,60.48138889,146,-146.58222222,
1002202,10022,"A09","Johnstone Point Airport",101,1,"US",60,60.48222222,146,-146.58222222,
1002203,10022,"A09","Johnstone Point Airport",101,1,"US",60,60.48166667,146,-146.58416667,
1002204,10022,"A09","Johnstone Point Airport",101,1,"US",60,60.48222222,146,-146.58222222,
1002205,10022,"A09","Johnstone Point Airport",101,1,"US",60,60.48166667,146,-146.58416667,
1002301,10023,"TLK","Tikchik Lodge Airport",101,1,"US",59,59.95555556,158,-158.48055556,
1002302,10023,"KTH","Tikchik Lodge Airport",101,1,"US",59,59.95555556,158,-158.48055556,
1002401,10024,"A11","Bell Creek Airport",101,1,"US",60,60.78388889,159,-159.54027778,
1002501,10025,"A12","Cinnabar Airport",101,1,"US",60,60.78527778,158,-158.86444444,
1002601,10026,"A13","Mountaintop Mine Airport",101,1,"US",61,61.39027778,157,-157.99555556,
1002701,10027,"A14","Whitebear Airport",101,1,"US",61,61.18888889,159,-159.85833333,
1002801,10028,"A15","Puviaq Airport",101,1,"US",70,70.71861111,154,-154.38833333,
1002802,10028,"A15","Puviaq Airport",101,1,"US",70,70.71555556,154,-154.40694444,
1002901,10029,"A16","Arley Lake Airport",101,1,"US",70,70.74694444,155,-155.36083333,
1003001,10030,"A17","Port Vita Airport",101,1,"US",58,58.06555556,153,-153.07250000,
1003101,10031,"A18","Kantishna Airport",101,1,"US",63,63.54166667,150,-150.99388889,
1003102,10031,"A18","Kantishna Airport",101,1,"US",63,63.54111111,150,-150.99500000,
1003103,10031,"A18","Kantishna Airport",101,1,"US",63,63.54166667,150,-150.99388889,
1003104,10031,"A18","Kantishna Airport",101,1,"US",63,63.54111111,150,-150.99500000,
1003301,10033,"A20","Alpine Airstrip",101,1,"US",70,70.34416667,150,-150.94472222,
1003401,10034,"A21","Serpentine Airport",101,1,"US",65,65.85138889,164,-164.70277778,
1003501,10035,"A22","Driftwood Bay Airport",101,1,"US",53,53.97277778,166,-166.85694444,
1003601,10036,"A23","Bradley Lake Airport",101,1,"US",59,59.77611111,151,-151.96361111,
1003701,10037,"A24","Chilkat Lake Airport",101,1,"US",59,59.33166667,135,-135.89666667,
1003801,10038,"A25","Nugget Creek Airport",101,1,"US",59,59.28833333,136,-136.17388889,
1003901,10039,"A26","Ivotuk Airstrip",101,1,"US",68,68.48333333,155,-155.73333333,
1004001,10040,"A27","Pogo Mines Airport",101,1,"US",64,64.44000000,144,-144.93638889,
1004101,10041,"A28","Ayakulik River Airport",101,1,"US",57,57.25388889,154,-154.42222222,
1004201,10042,"A29","Kiluda Bay Airport",101,1,"US",57,57.32305556,153,-153.14944444,
1004301,10043,"A30","Terror Lake Airport",101,1,"US",57,57.96388889,153,-153.05833333,
1004401,10044,"A31","Selief Bay Airport",101,1,"US",58,58.98277778,153,-153.18333333,
1004701,10047,"A34","Laura Lake Airport",101,1,"US",58,58.36194444,152,-152.31222222,
1004901,10049,"A36","Deep Bay Airport",101,1,"US",55,55.56027778,131,-131.65555556,
1005001,10050,"A37","Kako Airport",101,1,"US",61,61.89888889,161,-161.43805556,
1005002,10050,"A37","Kako Airport",101,1,"US",61,61.89888889,161,-161.43972222,
1005101,10051,"A38","Molly Creek Airport",101,1,"US",64,64.09722222,143,-143.26666667,
1005201,10052,"A39","Ptarmigan Lake Airport",101,1,"US",61,61.86611111,141,-141.15972222,
1005301,10053,"A40","Cape Simpson Airport",101,1,"US",71,71.05694444,154,-154.72833333,
1005401,10054,"A41","Kogru River Airport",101,1,"US",70,70.57611111,152,-152.27111111,
1005402,10054,"A41","Kogru River Airport",101,1,"US",70,70.57472222,152,-152.25888889,
1005501,10055,"A42","Teshepkuk Lake Airport",101,1,"US",70,70.35833333,153,-153.19666667,
1005601,10056,"A43","Trident Basin Seaplane Base",101,1,"US",57,57.78083333,152,-152.39111111,
1005801,10058,"A45","Lake Florence Airport",101,1,"US",57,57.81666667,134,-134.58333333,
1005901,10059,"A46","Lake Hasselborg Airport",101,1,"US",57,57.70000000,134,-134.26666667,
1006001,10060,"A47","Distin Lake Airport",101,1,"US",57,57.61666667,134,-134.36666667,
1006101,10061,"A48","Port Hobron Airport",101,1,"US",57,57.15000000,153,-153.15000000,
1006201,10062,"A49","Mooseville Airstrip Airport",101,1,"US",70,70.28444444,152,-152.21194444,
1006301,10063,"A50","Big Bay Airport",101,1,"US",58,58.56250000,152,-152.59611111,
1006401,10064,"A51","Wien Lake Airport",101,1,"US",64,64.35277778,151,-151.27500000,
1006501,10065,"A52","Silver Salmon Creek Airport",101,1,"US",59,59.96388889,152,-152.68222222,
1006601,10066,"A53","Blear Lake Airport",101,1,"US",64,64.33333333,147,-147.50000000,
1006701,10067,"A54","Cannery Bay Airport",101,1,"US",53,53.68333333,166,-166.75000000,
1006901,10069,"A56","Johnsons Landing",101,1,"US",56,56.03666667,160,-160.26611111,
1007001,10070,"VZK","International Seafoods Airport",101,1,"US",58,58.26666667,157,-157.53333333,
1007002,10070,"A57","International Seafoods Airport",101,1,"US",58,58.26666667,157,-157.53333333,
1007101,10071,"A58","Cosna River Airport",101,1,"US",64,64.50000000,151,-151.66666667,
1007201,10072,"A59","Ivatuk Airport",101,1,"US",68,68.48777778,155,-155.75750000,
1007401,10074,"A61","Cape Sarichef AFS",101,1,"US",54,54.58333333,164,-164.91250000,
1007402,10074,"A61","Cape Sarichef Airport",101,1,"US",54,54.58250000,164,-164.91444444,
1007501,10075,"A62","Taylor Mountain",101,1,"US",60,60.86777778,157,-157.39194444,
1007601,10076,"A63","Coal Creek",101,1,"US",65,65.31111111,143,-143.13527778,
1007602,10076,"A63","Coal Creek",101,1,"US",65,65.31138889,143,-143.13555556,
1007603,10076,"A63","Coal Creek",101,1,"US",65,65.31166667,143,-143.13416667,
1007604,10076,"A63","Coal Creek",101,1,"US",65,65.31138889,143,-143.13555556,
1007605,10076,"A63","Coal Creek",101,1,"US",65,65.31166667,143,-143.13416667,
1007801,10078,"A65","Karluk Portage Airport",101,1,"US",57,57.53833333,154,-154.16444444,
1007901,10079,"A66","Hope Airport",101,1,"US",60,60.90555556,149,-149.62388889,
1007902,10079,"A66","Hope Airport",101,1,"US",60,60.90416667,149,-149.62388889,
1007903,10079,"A66","Hope Airport",101,1,"US",60,60.90722222,149,-149.62277778,
1007904,10079,"A66","Hope Airport",101,1,"US",60,60.90416667,149,-149.62388889,
1007905,10079,"A66","Hope Airport",101,1,"US",60,60.90722222,149,-149.62277778,
1008001,10080,"A67","Viekoda Bay Airport",101,1,"US",57,57.84944444,153,-153.11527778,
1008201,10082,"A69","Cathedral Strip",101,1,"US",55,55.74000000,162,-162.12527778,
1008301,10083,"A70","Village Islands Airport",101,1,"US",57,57.77416667,153,-153.54472222,
1008401,10084,"A71","Bear Cove Farm",101,1,"US",59,59.73833333,151,-151.03000000,
1008501,10085,"A72","Chinitna Bay Airport",101,1,"US",59,59.83333333,152,-152.58472222,
1008601,10086,"A73","McKinley National Park",101,1,"US",63,63.73250000,148,-148.91055556,
1008701,10087,"A74","Dog Fish Bay",101,1,"US",59,59.24111111,151,-151.87722222,
1008801,10088,"A75","Malina Bay Airport",101,1,"US",58,58.17194444,152,-152.89416667,
1008901,10089,"A76","Red Fox Bay Airport",101,1,"US",58,58.46444444,152,-152.59305556,
1009001,10090,"A77","Shearwater Airport",101,1,"US",57,57.34333333,152,-152.89722222,
1009101,10091,"A78","Lake",101,1,"US",71,71.03000000,154,-154.44361111,
1009201,10092,"A79","Cape Simpson No. 1",101,1,"US",71,71.50166667,154,-154.03388889,
1009301,10093,"A80","Cape Simpson No. 7",101,1,"US",70,70.57388889,155,-155.32138889,
1009401,10094,"A81","Cape Simpson #1",101,1,"US",70,70.66277778,154,-154.83666667,
1009501,10095,"A82","Nikiski Private Airstrip",101,1,"US",60,60.69027778,151,-151.28888889,
1009601,10096,"A83","Petrof Point Airport",101,1,"US",59,59.37638889,150,-150.76500000,
1009701,10097,"A84","Denali West Lodge Private",101,1,"US",63,63.75555556,147,-147.93000000,
1009801,10098,"A85","Big River Airport",101,1,"US",61,61.85944444,154,-154.27666667,
1010001,10100,"A87","Carry Inlet Airport",101,1,"US",58,58.58305556,152,-152.44583333,
1010201,10102,"A89","Montague Island Airport",101,1,"US",59,59.92500000,147,-147.51666667,
1010301,10103,"A90","Shannon Pond Airport",101,1,"US",59,59.03916667,158,-158.46388889,
1010401,10104,"A91","Omalik Lagoon Airport",101,1,"US",69,69.15555556,163,-163.49722222,
1010501,10105,"A92","Omolik Lagoon Airport",101,1,"US",69,69.14805556,163,-163.51027778,
1010601,10106,"A93","Bradley Lake Project Airport",101,1,"US",59,59.79166667,151,-151.26666667,
1010701,10107,"A94","Ice Strip",101,1,"US",70,70.57416667,155,-155.31805556,
1010801,10108,"A95","Ice Strip",101,1,"US",70,70.31194444,153,-153.24916667,
1010901,10109,"A96","Ice Strip",101,1,"US",70,70.98083333,157,-157.09500000,
1011001,10110,"A97","Akulik Air Strip",101,1,"US",68,68.98555556,163,-163.47972222,
1011101,10111,"A98","Deadfall Air Strip",101,1,"US",69,69.17083333,163,-163.25638889,
1011201,10112,"A99","Eagle Creek Airport",101,1,"US",68,68.67666667,162,-162.64694444,
1011301,10113,"AA1","Ice Kong",101,1,"US",59,59.95277778,162,-162.61694444,
1011601,10116,"AA4","Glacier Split",101,1,"US",59,59.63333333,151,-151.20833333,
1011701,10117,"AA5","Selby Lake Airport",101,1,"US",66,66.95583333,155,-155.61500000,
1011801,10118,"AAA","Anaa Airport",82301,823,"PF",17,-17.35388889,145,-145.50972222,
1011802,10118,"AAA","Anaa Airport",82301,823,"PF",17,-17.35250000,145,-145.51000000,
1011901,10119,"AAB","Arrabury Station",80201,802,"AU",26,-26.70000000,141,141.04166667,
1012001,10120,"AAC","El Arish International",59101,591,"EG",31,31.07638889,33,33.83333333,
1012002,10120,"AAC","El Arish International",59101,591,"EG",31,31.07333333,33,33.83583333,
1012101,10121,"AAE","Rabah Bitat",50001,500,"DZ",36,36.82166667,7,7.81000000,
1012102,10121,"AAE","Rabah Bitat",50001,500,"DZ",36,36.82222222,7,7.80944444,
1012103,10121,"AAE","Rabah Bitat",50001,500,"DZ",36,36.82944444,7,7.81388889,
1012201,10122,"AAF","Apalachicola Regional",3301,33,"US",29,29.72750000,85,-85.02750000,
1012202,10122,"AAF","Apalachicola Regional Cleve Randolph Field",3301,33,"US",29,29.72750000,85,-85.02750000,
1012203,10122,"AAF","Apalachicola Regional",3301,33,"US",29,29.72750000,85,-85.02750000,
1012204,10122,"AAF","Apalachicola Regional Cleve Randolph Field",3301,33,"US",29,29.72750000,85,-85.02750000,
1012301,10123,"AAH","Aachen/Merzbruck",42901,429,"DE",50,50.82305556,6,6.18611111,
1012302,10123,"AAH","Aachen/Merzbruck",42902,429,"DE",50,50.82305556,6,6.18611111,
1012303,10123,"AAH","Aachen/Merzbruck",42902,429,"DE",50,50.82305556,6,6.18750000,
1012304,10123,"AAH","Aachen Merzbrueck",42902,429,"DE",50,50.82305556,6,6.18750000,
1012305,10123,"AAH","Aachen Merzbruck",42902,429,"DE",50,50.82305556,6,6.18750000,
1012306,10123,"AAH","Aachen Merzbrueck",42902,429,"DE",50,50.82305556,6,6.18750000,
1012401,10124,"AAI","Arraias Airport",31601,316,"BR",12,-12.91666667,46,-46.93333333,
1012402,10124,"AAI","Arraias Airport",31601,316,"BR",13,-13.02500000,46,-46.88416667,
1012403,10124,"AAI","Arraias Airport",31601,316,"BR",13,-13.02583333,46,-46.88361111,
1012404,10124,"AAI","Arraias Airport",31601,316,"BR",13,-13.02500000,46,-46.88416667,
1012405,10124,"AAI","Arraias Airport",31601,316,"BR",13,-13.02583333,46,-46.88361111,
1012501,10125,"AAL","Aalborg Airport",41901,419,"DK",57,57.09305556,9,9.85000000,
1012502,10125,"AAL","Aalborg Airport",41901,419,"DK",57,57.09277778,9,9.84916667,
1012503,10125,"AAL","Aalborg Airport",41901,419,"DK",57,57.09416667,9,9.85583333,
1012601,10126,"AAM","Malamala",56201,562,"ZA",24,-24.80833333,31,31.54166667,
1012602,10126,"AAM","Malamala",56201,562,"ZA",24,-24.81694444,31,31.54416667,
1012701,10127,"AAN","Al Ain International",67801,678,"AE",24,24.26166667,55,55.60916667,
1012702,10127,"AAN","Al Ain International",67801,678,"AE",24,24.26194444,55,55.60750000,
1012703,10127,"AAN","Al Ain International",67801,678,"AE",24,24.26166667,55,55.60916667,
1012801,10128,"AAO","Anaco Airport",38801,388,"VE",9,9.43194444,64,-64.46388889,
1012802,10128,"AAO","Anaco Airport",38801,388,"VE",9,9.43027778,64,-64.47083333,
1012803,10128,"AAO","Anaco Airport",38801,388,"VE",9,9.43000000,64,-64.47083333,
1012804,10128,"AAO","Anaco Airport",38801,388,"VE",9,9.43027778,64,-64.47083333,
1012805,10128,"AAO","Anaco Airport",38801,388,"VE",9,9.43000000,64,-64.47083333,
1012901,10129,"AAQ","Vityazevo",47501,475,"RU",44,44.90000000,37,37.31666667,
1012902,10129,"AAQ","Vityazevo",47501,475,"RU",45,45.00222222,37,37.34722222,
1012903,10129,"AAQ","Anapa Airport",47501,475,"RU",45,45.00222222,37,37.34722222,
1012904,10129,"AAQ","Vityazevo",47501,475,"RU",45,45.00222222,37,37.34722222,
1013001,10130,"AAR","Tirstrup",41901,419,"DK",56,56.31027778,10,10.61805556,
1013002,10130,"AAR","Tirstrup",41901,419,"DK",56,56.30388889,10,10.62000000,
1013003,10130,"AAR","Aarhus Airport",41901,419,"DK",56,56.30000000,10,10.61888889,
1013101,10131,"AAU","Asau W Sam",89201,892,"WS",13,-13.51666667,172,-172.65000000,
1013201,10132,"AAX","Araxa Airport",31601,316,"BR",19,-19.56805556,46,-46.92916667,
1013202,10132,"AAX","Araxa Airport",31601,316,"BR",19,-19.56333333,46,-46.96027778,
1013203,10132,"AAX","Romeu Zema",31601,316,"BR",19,-19.56333333,46,-46.96027778,
1013401,10134,"ABD","Abadan Airport",63201,632,"IR",30,30.36611111,48,48.23222222,
1013402,10134,"ABD","Abadan Airport",63202,632,"IR",30,30.36611111,48,48.23222222,
1013403,10134,"ABD","Abadan Airport",63202,632,"IR",30,30.36527778,48,48.23305556,
1013501,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65472222,75,-75.43833333,
1013502,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65222222,75,-75.44027778,
1013503,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65222222,75,-75.44055556,
1013504,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65222222,75,-75.44027778,
1013505,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65222222,75,-75.44055556,
1013506,10135,"ABE","Lehigh Valley International",2301,23,"US",40,40.65250000,75,-75.44027778,
1013601,10136,"ABI","Abilene Regional",7401,74,"US",32,32.40944444,99,-99.67972222,
1013602,10136,"ABI","Abilene Regional",7401,74,"US",32,32.41111111,99,-99.68166667,
1013603,10136,"ABI","Abilene Regional",7401,74,"US",32,32.41138889,99,-99.68194444,
1013701,10137,"ABJ","Abidjan Felix Houphouet Boigny International",53301,533,"CI",5,5.25555556,3,-3.92916667,
1013702,10137,"ABJ","Abidjan Felix Houphouet Boigny International",53301,533,"CI",5,5.26138889,3,-3.92583333,
1013703,10137,"ABJ","Felix Houphouet Boigny Abidjan",53301,533,"CI",5,5.26138889,3,-3.92583333,
1013704,10137,"ABJ","Felix Houphouet Boigny Abidjan International",53301,533,"CI",5,5.26138889,3,-3.92583333,
1013705,10137,"ABJ","Abidjan Felix Houphouet Boigny International",53301,533,"CI",5,5.26138889,3,-3.92583333,
1013706,10137,"ABJ","Felix Houphouet Boigny Abidjan International",53301,533,"CI",5,5.26138889,3,-3.92583333,
1013801,10138,"ABK","Kabri Dar Airport",52201,522,"ET",6,6.73388889,44,44.26611111,
1013802,10138,"ABK","Kebri Dahar",52201,522,"ET",6,6.73277778,44,44.24166667,
1013803,10138,"ABK","Kebri Dahar",52201,522,"ET",6,6.73277778,44,44.24138889,
1013804,10138,"ABK","Kebri Dahar",52201,522,"ET",6,6.73277778,44,44.24166667,
1013805,10138,"ABK","Kebri Dahar",52201,522,"ET",6,6.73277778,44,44.24138889,
1013901,10139,"ABL","Ambler River",101,1,"US",67,67.08750000,157,-157.84583333,
1014001,10140,"ABQ","Albuquerque International Sunport",8601,86,"US",35,35.04166667,106,-106.60638889,
1014002,10140,"ABQ","Albuquerque International Sunport",8601,86,"US",35,35.04027778,106,-106.60916667,
1014003,10140,"ABQ","Albuquerque International Sunport",8601,86,"US",35,35.03888889,106,-106.60833333,
1014004,10140,"ABQ","Albuquerque International Sunport",8601,86,"US",35,35.04027778,106,-106.60916667,
1014005,10140,"ABQ","Albuquerque International Sunport",8601,86,"US",35,35.03888889,106,-106.60833333,
1014101,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44972222,98,-98.42166667,
1014102,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44916667,98,-98.42194444,
1014103,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44833333,98,-98.42250000,
1014104,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44666667,98,-98.42250000,
1014105,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44916667,98,-98.42194444,
1014106,10141,"ABR","Aberdeen Regional",6701,67,"US",45,45.44666667,98,-98.42250000,
1014201,10142,"ABS","Abu Simbel Airport",59101,591,"EG",22,22.37222222,31,31.61527778,
1014202,10142,"ABS","Abu Simbel Airport",59101,591,"EG",22,22.37472222,31,31.60944444,
1014203,10142,"ABS","Abu Simbel Airport",59101,591,"EG",22,22.37583333,31,31.61166667,
1014204,10142,"ABS","Abu Simbel Airport",59101,591,"EG",22,22.37472222,31,31.60944444,
1014205,10142,"ABS","Abu Simbel Airport",59101,591,"EG",22,22.37583333,31,31.61166667,
1014301,10143,"BBH","Al-Baha Airport",67001,670,"SA",20,20.29611111,41,41.63416667,
1014302,10143,"ABT","Al-Baha Airport",67001,670,"SA",20,20.29611111,41,41.63416667,
1014303,10143,"ABT","King Saud Bin Abdulaziz",67001,670,"SA",20,20.29611111,41,41.63416667,
1014304,10143,"ABT","Al Baha",67001,670,"SA",20,20.29611111,41,41.63416667,
1014305,10143,"ABT","King Saud Bin Abdulaziz",67001,670,"SA",20,20.29611111,41,41.63416667,
1014306,10143,"ABT","King Saud Bin Abdulaziz",67001,670,"SA",20,20.29833333,41,41.63583333,
1014401,10144,"ABV","Abuja Nnamdi Azikiwe International",55501,555,"NG",9,9.00555556,7,7.26611111,
1014402,10144,"ABV","Abuja Nnamdi Azikiwe International",55501,555,"NG",9,9.00666667,7,7.26305556,
1014403,10144,"ABV","Nnamdi Azikiwe International",55501,555,"NG",9,9.00666667,7,7.26305556,
1014404,10144,"ABV","Abuja Nnamdi Azikiwe International",55501,555,"NG",9,9.00666667,7,7.26305556,
1014405,10144,"ABV","Nnamdi Azikiwe International",55501,555,"NG",9,9.00666667,7,7.26305556,
1014501,10145,"ABX","Albury Airport",80201,802,"AU",36,-36.06833333,146,146.97666667,
1014502,10145,"ABX","Albury Airport",80201,802,"AU",36,-36.06777778,146,146.95805556,
1014601,10146,"ABY","Southwest Georgia Regional",3401,34,"US",31,31.53222222,84,-84.19611111,
1014602,10146,"ABY","Southwest Georgia Regional",3401,34,"US",31,31.53555556,84,-84.19444444,
1014701,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20416667,2,-2.19861111,
1014702,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20194444,2,-2.19777778,
1014703,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20250000,2,-2.19805556,
1014704,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20361111,2,-2.19916667,
1014705,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20194444,2,-2.19777778,
1014706,10147,"ABZ","Aberdeen Dyce",49301,493,"GB",57,57.20361111,2,-2.19916667,
1014801,10148,"ACA","General Juan N Alvarez International",14801,148,"MX",16,16.75555556,99,-99.76694444,
1014802,10148,"ACA","General Juan N Alvarez International",14801,148,"MX",16,16.75694444,99,-99.75388889,
1014901,10149,"ACB","Antrim County",4301,43,"US",44,44.98472222,85,-85.19916667,
1014902,10149,"ACB","Antrim County",4301,43,"US",44,44.98861111,85,-85.19833333,
1015001,10150,"ACC","Accra Kotoka International",52901,529,"GH",5,5.59527778,0,-0.17083333,
1015002,10150,"ACC","Accra Kotoka International",52901,529,"GH",5,5.60444444,0,-0.16750000,
1015101,10151,"ACE","Lanzarote",48201,482,"ES",28,28.94250000,13,-13.60472222,
1015102,10151,"ACE","Lanzarote",48201,482,"ES",28,28.94555556,13,-13.60527778,
1015201,10152,"ACH","St Gallen Altenrhein",48601,486,"CH",47,47.48527778,9,9.56000000,
1015202,10152,"ACH","St Gallen Altenrhein",48601,486,"CH",47,47.48500000,9,9.56000000,
1015301,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70694444,2,-2.21527778,
1015302,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70611111,2,-2.21472222,
1015303,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70666667,2,-2.21444444,
1015304,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70666667,2,-2.21472222,
1015305,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70611111,2,-2.21472222,
1015306,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70666667,2,-2.21472222,
1015307,10153,"ACI","Alderney Airport",49301,493,"GB",49,49.70694444,2,-2.21472222,
1015401,10154,"ACK","Nantucket Memorial",1301,13,"US",41,41.25666667,70,-70.05972222,
1015402,10154,"ACK","Nantucket Memorial",1301,13,"US",41,41.25305556,70,-70.06027778,
1015403,10154,"ACK","Nantucket Memorial",1301,13,"US",41,41.25305556,70,-70.06000000,
1015404,10154,"ACK","Nantucket Memorial",1301,13,"US",41,41.25305556,70,-70.06027778,
1015405,10154,"ACK","Nantucket Memorial",1301,13,"US",41,41.25305556,70,-70.06000000,
1015501,10155,"ACT","Waco Regional",7401,74,"US",31,31.61138889,97,-97.22861111,
1015502,10155,"ACT","Waco Regional",7401,74,"US",31,31.61222222,97,-97.23027778,
1015601,10156,"ACU","Achutupo Airport",16201,162,"PA",8,8.43333333,77,-77.96666667,
1015701,10157,"ACV","Arcata",9101,91,"US",40,40.97916667,124,-124.10750000,
1015702,10157,"ACV","Arcata",9101,91,"US",40,40.97805556,124,-124.10861111,
1015703,10157,"ACV","Arcata",9101,91,"US",40,40.97777778,124,-124.10833333,
1015704,10157,"ACV","California Redwood Coast Humboldt County",9101,91,"US",40,40.97777778,124,-124.10833333,
1015705,10157,"ACV","Arcata",9101,91,"US",40,40.97805556,124,-124.10861111,
1015706,10157,"ACV","California Redwood Coast Humboldt County",9101,91,"US",40,40.97777778,124,-124.10833333,
1015801,10158,"ACY","Nafec Atlantic City",2101,21,"US",39,39.45611111,74,-74.57805556,
1015802,10158,"ACY","Nafec Atl",2101,21,"US",39,39.45666667,74,-74.57777778,
1015803,10158,"ACY","Atlantic City International",2101,21,"US",39,39.45750000,74,-74.57805556,
1015804,10158,"ACY","Atlantic City International",2101,21,"US",39,39.45750000,74,-74.57722222,
1015901,10159,"ADA","Adana Sakirpasa",67901,679,"TR",36,36.98361111,35,35.28083333,
1015902,10159,"ADA","Adana International",67901,679,"TR",36,36.98222222,35,35.28027778,
1016001,10160,"ADB","Adnan Menderes",67901,679,"TR",38,38.29472222,27,27.16000000,
1016002,10160,"ADB","Adnan Menderes",67901,679,"TR",38,38.29222222,27,27.15583333,
1016101,10161,"ADC","Andakombe Airport",80401,804,"PG",7,-7.13611111,145,145.74416667,
1016102,10161,"ADC","Andakombe Airport",80401,804,"PG",7,-7.13638889,145,145.74388889,
1016103,10161,"ADC","Andakombe Airport",80401,804,"PG",7,-7.13722222,145,145.74500000,
1016201,10162,"ADD","Haile Selassie I International",52201,522,"ET",8,8.97805556,38,38.79944444,
1016202,10162,"ADD","Bole International",52201,522,"ET",8,8.97805556,38,38.79944444,
1016301,10163,"ADE","Aden International",66701,667,"YD",12,12.82777778,45,45.03055556,
1016302,10163,"ADE","Aden International",69402,694,"YE",12,12.83444444,45,45.02888889,
1016303,10163,"ADE","Aden International",69402,694,"YE",12,12.82944444,45,45.02888889,
1016401,10164,"ADJ","King Abdullah Ben",63901,639,"JO",31,31.97222222,35,35.99000000,
1016402,10164,"ADJ","Marka International",63901,639,"JO",31,31.97222222,35,35.99000000,
1016403,10164,"ADJ","Marka International",63901,639,"JO",31,31.97277778,35,35.99166667,
1016501,10165,"ADK","Adak NS",101,1,"US",51,51.88277778,176,-176.64472222,
1016502,10165,"ADK","Adak",101,1,"US",51,51.87805556,176,-176.64611111,
1016503,10165,"ADK","Adak",101,1,"US",51,51.87805556,176,-176.64583333,
1016504,10165,"ADK","Adak",101,1,"US",51,51.88361111,176,-176.64250000,
1016505,10165,"ADK","Adak",101,1,"US",51,51.87805556,176,-176.64611111,
